p_gc_vs_sm_del,p_gc_vs_lm_del,d_gc_vs_sm_del,d_gc_vs_lm_del,sanity_mean,sanity_p,corr_entropy_gc_del
0.2828971565301408,8.826845254103365e-24,0.07632853,-0.8148081,,,-0.31964581743310233
