p_gc_vs_sm_del,p_gc_vs_lm_del,d_gc_vs_sm_del,d_gc_vs_lm_del,sanity_mean,sanity_p,corr_entropy_gc_del
0.9917038746151683,2.219712308801488e-11,-0.0007380098,-0.502957,,,-0.25138713018401015
