p_gc_vs_sm_del,p_gc_vs_lm_del,d_gc_vs_sm_del,d_gc_vs_lm_del,sanity_mean,sanity_p,corr_entropy_gc_del
0.23205679591416153,4.759321379673138e-09,0.08497602,-0.43419835,,,-0.16662340092959896
