epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.7167537212371826,0.0010000000474974513,4.158992767333984,0.2620578706264496,6.1142778396606445
1,0.8390920162200928,0.0010000000474974513,2.3519134521484375,0.8263665437698364,1.961492657661438
2,0.8605865836143494,0.0010000000474974513,1.5862680673599243,0.8504823446273804,1.4062458276748657
3,0.885697066783905,0.0010000000474974513,1.2186558246612549,0.770096480846405,1.2928217649459839
4,0.9075934290885925,0.0010000000474974513,0.98455411195755,0.8504823446273804,1.041686773300171
5,0.9256729483604431,0.0010000000474974513,0.818008303642273,0.7893890738487244,1.3381452560424805
6,0.9262756109237671,0.0010000000474974513,0.7354083061218262,0.8054662346839905,1.1181387901306152
7,0.9453595876693726,0.0010000000474974513,0.6209139823913574,0.8263665437698364,1.0240483283996582
8,0.9449577927589417,0.0010000000474974513,0.5646756887435913,0.7877813577651978,1.136422038078308
9,0.9541984796524048,0.0010000000474974513,0.5059609413146973,0.7813504934310913,1.0468841791152954
10,0.9570108652114868,0.0010000000474974513,0.4849106967449188,0.7733119130134583,1.117483139038086
11,0.9594214558601379,0.0010000000474974513,0.44150659441947937,0.7459806799888611,1.2373265027999878
12,0.9833266139030457,0.0005000000237487257,0.34332430362701416,0.9260450005531311,0.49829524755477905
13,0.9871434569358826,0.0005000000237487257,0.30633485317230225,0.9163987040519714,0.5275859832763672
14,0.9879469871520996,0.0005000000237487257,0.27323728799819946,0.9131832718849182,0.475602388381958
15,0.9923664331436157,0.0005000000237487257,0.24290169775485992,0.8247588276863098,0.86714106798172
16,0.9873443245887756,0.0005000000237487257,0.24286781251430511,0.7829582095146179,1.2561640739440918
17,0.9857372641563416,0.0005000000237487257,0.25025710463523865,0.9163987040519714,0.48208901286125183
18,0.9835275411605835,0.0005000000237487257,0.25637945532798767,0.9147909879684448,0.4566079378128052
19,0.9913619756698608,0.0005000000237487257,0.21628497540950775,0.8713826537132263,0.6879683136940002
20,0.9839292764663696,0.0005000000237487257,0.23546507954597473,0.8633440732955933,0.8310518264770508
21,0.9901567101478577,0.0005000000237487257,0.21838292479515076,0.9598070979118347,0.323285311460495
22,0.9869425296783447,0.0005000000237487257,0.22401441633701324,0.8713826537132263,0.6637652516365051
23,0.9859381318092346,0.0005000000237487257,0.21450603008270264,0.938906729221344,0.3983149528503418
24,0.9889513850212097,0.0005000000237487257,0.19597001373767853,0.8954983949661255,0.5813536047935486
25,0.9917637705802917,0.0005000000237487257,0.19087576866149902,0.9437298774719238,0.39906707406044006
26,0.9959823489189148,0.0002500000118743628,0.1735771894454956,0.9453375935554504,0.346027135848999
27,0.997187614440918,0.0002500000118743628,0.1488862782716751,0.7475883960723877,1.5767065286636353
28,0.997187614440918,0.0002500000118743628,0.14380279183387756,0.9630225300788879,0.3172522485256195
29,0.9959823489189148,0.0002500000118743628,0.14893116056919098,0.9533762335777283,0.31689345836639404
30,0.9953796863555908,0.0002500000118743628,0.17108364403247833,0.9662379622459412,0.28740835189819336
31,0.9967858791351318,0.0002500000118743628,0.1434376835823059,0.9276527166366577,0.4679481089115143
32,0.9961832165718079,0.0002500000118743628,0.13550586998462677,0.946945309638977,0.3624047636985779
33,0.9929690361022949,0.0002500000118743628,0.15315493941307068,0.9565916657447815,0.30451640486717224
34,0.9925673007965088,0.0002500000118743628,0.15281249582767487,0.8745980858802795,0.6294752359390259
35,0.9989956021308899,0.0001250000059371814,0.12171754986047745,0.9646302461624146,0.2677525579929352
36,0.9981920719146729,0.0001250000059371814,0.11784348636865616,0.9694533944129944,0.27669447660446167
37,0.9969867467880249,0.0001250000059371814,0.11735359579324722,0.9549839496612549,0.29221710562705994
38,0.998794674873352,0.0001250000059371814,0.11110234260559082,0.9163987040519714,0.4379623830318451
39,0.9995982050895691,0.0001250000059371814,0.10695704817771912,0.9614148139953613,0.2693195044994354
40,0.9989956021308899,6.25000029685907e-05,0.1034955158829689,0.9646302461624146,0.27033254504203796
41,0.998593807220459,6.25000029685907e-05,0.11152399331331253,0.9614148139953613,0.2766171097755432
42,0.9989956021308899,6.25000029685907e-05,0.10606309771537781,0.9565916657447815,0.2776857018470764
43,0.999196469783783,6.25000029685907e-05,0.10165497660636902,0.9630225300788879,0.2668520510196686
44,0.998794674873352,6.25000029685907e-05,0.09969212114810944,0.9694533944129944,0.2550134062767029
45,0.999397337436676,6.25000029685907e-05,0.09973887354135513,0.9630225300788879,0.24569876492023468
46,0.9997991323471069,6.25000029685907e-05,0.09422091394662857,0.971061110496521,0.27316465973854065
47,0.999196469783783,6.25000029685907e-05,0.09602329879999161,0.9581993818283081,0.28584784269332886
48,0.9997991323471069,6.25000029685907e-05,0.09066976606845856,0.9694533944129944,0.24920983612537384
49,0.998593807220459,6.25000029685907e-05,0.0958871990442276,0.9581993818283081,0.2789664566516876
50,0.9997991323471069,3.125000148429535e-05,0.09235595166683197,0.9662379622459412,0.2785705626010895
51,0.999397337436676,3.125000148429535e-05,0.09069067984819412,0.9565916657447815,0.2797471284866333
52,0.9989956021308899,3.125000148429535e-05,0.09146010130643845,0.950160801410675,0.362168550491333
53,0.999196469783783,3.125000148429535e-05,0.08993902802467346,0.9630225300788879,0.2800440788269043
