epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.7635596394538879,0.0010000000474974513,0.765564501285553,0.889067530632019,0.30612117052078247
1,0.8561671376228333,0.0010000000474974513,0.38600319623947144,0.9035369753837585,0.24133916199207306
2,0.8688228130340576,0.0010000000474974513,0.34553617238998413,0.9244372844696045,0.18807722628116608
3,0.8875049948692322,0.0010000000474974513,0.2973951995372772,0.9228295683860779,0.21577748656272888
4,0.9096022248268127,0.0010000000474974513,0.23882713913917542,0.9260450005531311,0.19815240800380707
5,0.9073925018310547,0.0010000000474974513,0.2373245805501938,0.9196141362190247,0.19941751658916473
6,0.9158296585083008,0.0010000000474974513,0.22123979032039642,0.9308681488037109,0.17327912151813507
7,0.9176375865936279,0.0010000000474974513,0.20222479104995728,0.9308681488037109,0.1745401918888092
8,0.919847309589386,0.0010000000474974513,0.20210383832454681,0.9324758648872375,0.17913678288459778
9,0.9144234657287598,0.0010000000474974513,0.20865729451179504,0.9598070979118347,0.1303333342075348
10,0.9108075499534607,0.0010000000474974513,0.21377228200435638,0.9517685174942017,0.1381809562444687
11,0.9236640930175781,0.0010000000474974513,0.186252623796463,0.9549839496612549,0.12613432109355927
12,0.9323021173477173,0.0010000000474974513,0.16534532606601715,0.9517685174942017,0.13561157882213593
13,0.9391321539878845,0.0010000000474974513,0.1438027024269104,0.9581993818283081,0.12190127372741699
14,0.9375250935554504,0.0010000000474974513,0.1446830928325653,0.9517685174942017,0.133581280708313
15,0.9387304186820984,0.0010000000474974513,0.14857114851474762,0.950160801410675,0.17936795949935913
16,0.9397348165512085,0.0010000000474974513,0.15497826039791107,0.9565916657447815,0.14782287180423737
17,0.9461631178855896,0.0010000000474974513,0.12885653972625732,0.9598070979118347,0.15118911862373352
18,0.960425853729248,0.0005000000237487257,0.09639129787683487,0.9678456783294678,0.11805639415979385
19,0.9708718657493591,0.0005000000237487257,0.07344073057174683,0.9565916657447815,0.1626112461090088
20,0.9694656729698181,0.0005000000237487257,0.07476967573165894,0.9646302461624146,0.13499242067337036
21,0.9670550227165222,0.0005000000237487257,0.07959937304258347,0.9694533944129944,0.11776760220527649
22,0.9756930470466614,0.0005000000237487257,0.05952752009034157,0.9646302461624146,0.12843523919582367
23,0.9716753959655762,0.0005000000237487257,0.06643574684858322,0.9694533944129944,0.14959850907325745
24,0.9724789261817932,0.0005000000237487257,0.06423664093017578,0.9694533944129944,0.12474360316991806
25,0.9777019023895264,0.0005000000237487257,0.05794236809015274,0.9646302461624146,0.1182849332690239
26,0.9801124930381775,0.0002500000118743628,0.04957225173711777,0.9662379622459412,0.13806408643722534
27,0.9837284088134766,0.0002500000118743628,0.04036704823374748,0.9662379622459412,0.12471608072519302
28,0.9833266139030457,0.0002500000118743628,0.042248114943504333,0.9694533944129944,0.12912693619728088
29,0.9847328066825867,0.0002500000118743628,0.035158947110176086,0.9742765426635742,0.11546634882688522
30,0.9839292764663696,0.0002500000118743628,0.03642543777823448,0.9726688265800476,0.12410511821508408
31,0.9843310713768005,0.0002500000118743628,0.037926558405160904,0.9694533944129944,0.12770764529705048
32,0.9859381318092346,0.0002500000118743628,0.03199751302599907,0.971061110496521,0.12719950079917908
33,0.9851346015930176,0.0002500000118743628,0.03439177945256233,0.9694533944129944,0.13715562224388123
34,0.9871434569358826,0.0001250000059371814,0.028448231518268585,0.971061110496521,0.13302692770957947
35,0.9901567101478577,0.0001250000059371814,0.02680804394185543,0.9758842587471008,0.12617351114749908
36,0.9875451922416687,0.0001250000059371814,0.027797231450676918,0.9646302461624146,0.15264631807804108
37,0.9879469871520996,0.0001250000059371814,0.02652749978005886,0.9742765426635742,0.125168114900589
