accuracy,loss,precision,recall,top_2_accuracy,val_accuracy,val_loss,val_precision,val_recall,val_top_2_accuracy,learning_rate,epoch,model_name
0.9991071224212646,0.0983923077583313,0.9991069436073303,0.9988839030265808,0.9997767806053162,0.9741071462631226,0.201202854514122,0.9741071462631226,0.9741071462631226,0.9991071224212646,2.700000004551839e-05,52.0,rest_net_50
