accuracy,loss,precision,recall,top_2_accuracy,val_accuracy,val_loss,val_precision,val_recall,val_top_2_accuracy,learning_rate,epoch,model_name
0.9997767806053162,0.05493557080626488,0.9997767806053162,0.9997767806053162,1.0,0.9732142686843872,0.16684138774871826,0.9740840196609497,0.9732142686843872,0.9982143044471741,8.099999831756577e-06,81.0,vgg19
