accuracy,loss,precision,recall,top_2_accuracy,val_accuracy,val_loss,val_precision,val_recall,val_top_2_accuracy,learning_rate,epoch,model_name
0.9997767806053162,0.05445074662566185,0.9997767806053162,0.9997767806053162,1.0,0.9696428775787354,0.1779622584581375,0.97050940990448,0.9696428775787354,0.9964285492897034,8.099999831756577e-06,72.0,propose
